CLE;V_CAL;V_KAA;V_RHG;V_VAAM
1253;0.00000;0.10000;1.80000;4.40000
1254;1.60000;0.00000;2.40000;4.20000
1255;0.00000;6.20000;0.80000;4.40000
1256;0.10000;15.30000;0.50000;1.20000
1257;0.00000;3.80000;1.40000;5.60000
1258;0.00000;4.40000;3.20000;4.00000
1259;0.00000;11.00000;0.27273;2.36364
1260;0.00000;1.40000;0.20000;2.40000
1261;0.00000;0.60000;0.60000;3.80000
1262;0.00000;13.20000;1.80000;4.20000
1263;7.20000;10.20000;6.60000;2.80000
1264;0.00000;0.20000;3.20000;2.00000
1265;0.00000;0.00000;0.20000;0.00000
1266;0.00000;3.20000;0.80000;2.00000
1267;3.00000;10.20000;3.60000;1.40000
1268;0.20000;0.00000;1.60000;2.40000
1269;10.00000;0.20000;0.60000;0.20000
1270;0.00000;0.20000;13.40000;7.40000
1271;0.20000;0.60000;6.60000;4.00000
1272;0.00000;0.00000;0.20000;1.40000
1273;1.00000;10.20000;17.20000;5.00000
1274;0.00000;0.20000;6.00000;6.60000
1275;0.00000;3.20000;0.40000;0.20000
1276;0.00000;1.40000;2.40000;4.80000
1277;3.00000;5.40000;5.00000;8.80000
1278;0.00000;1.00000;0.80000;0.40000
1279;0.00000;0.80000;6.80000;1.20000
1280;0.00000;0.20000;0.60000;3.60000
1281;0.20000;0.00000;3.60000;1.00000
1282;0.00000;0.40000;0.40000;0.40000
1283;0.00000;0.20000;12.60000;44.40000
1284;0.00000;1.50000;25.30000;3.40000
1285;0.00000;1.20000;1.60000;5.20000
1286;0.20000;0.20000;27.20000;21.20000
1287;0.00000;0.20000;3.60000;1.20000
1288;0.00000;0.20000;1.80000;7.40000
1289;1.40000;0.60000;13.40000;12.20000
1290;4.20000;12.60000;26.00000;10.80000
1291;6.80000;16.60000;19.80000;1.80000
1292;0.00000;0.60000;0.80000;0.80000
1293;0.30000;0.00000;1.80000;1.20000
1294;0.20000;0.20000;13.80000;4.80000
1295;6.20000;32.80000;19.80000;4.80000
1296;0.00000;16.60000;14.20000;19.80000
1297;3.00000;9.80000;14.40000;7.60000
1298;0.00000;16.60000;11.40000;8.00000
1299;0.00000;0.00000;1.20000;1.00000
1300;0.00000;0.00000;19.20000;10.20000
1301;0.00000;0.00000;1.20000;6.80000
1302;7.40000;1.00000;7.80000;5.00000
1303;0.00000;0.00000;1.60000;2.40000
1304;0.00000;0.20000;2.40000;8.00000
1305;3.00000;0.20000;5.40000;8.80000
1306;1.00000;0.00000;5.40000;11.00000
1307;1.50000;0.10000;12.80000;7.30000
1308;0.00000;0.00000;3.40000;5.90000
1309;0.00000;0.00000;13.00000;16.20000
1310;0.00000;0.00000;13.80000;6.20000
1311;0.00000;0.00000;0.60000;1.60000
1312;0.80000;0.00000;29.60000;11.40000
1313;0.00000;0.00000;15.00000;20.00000
1314;1.20000;0.00000;10.20000;21.00000
1315;6.70000;0.00000;15.00000;5.70000
1316;0.00000;0.00000;7.40000;9.00000
1317;0.20000;0.00000;5.73333;3.26667
1318;0.00000;0.00000;0.20000;3.00000
1319;0.00000;0.00000;0.60000;1.80000
1320;0.00000;0.00000;0.60000;2.40000
1321;3.60000;0.00000;9.40000;3.20000
1322;0.60000;4.80000;5.40000;3.20000
1323;0.00000;0.00000;1.20000;2.00000
1324;0.00000;1.60000;17.60000;3.80000
1325;0.00000;0.20000;6.40000;12.20000
1326;0.00000;0.00000;1.00000;5.40000
1327;0.00000;3.00000;10.40000;1.60000
1328;0.20000;0.00000;0.60000;1.40000
1329;1.60000;0.10000;4.20000;5.20000
1330;2.00000;0.00000;7.80000;6.00000
1331;0.46667;0.00000;11.93333;7.93333
1332;0.60000;0.00000;5.40000;5.40000
1333;2.26667;0.00000;5.40000;7.40000
1334;4.80000;0.00000;16.20000;7.60000
1335;0.00000;0.00000;1.80000;2.80000
1336;3.00000;1.00000;2.60000;5.80000
1337;3.20000;0.40000;3.00000;9.60000
1338;10.00000;6.80000;5.00000;6.00000
1339;0.00000;0.00000;19.60000;12.80000
1340;3.60000;0.60000;13.80000;5.80000
1341;1.50000;0.70000;1.60000;2.10000
1342;0.00000;0.20000;0.80000;2.00000
1343;0.00000;0.00000;37.60000;16.20000
1344;0.60000;0.20000;28.73333;7.26667
1345;1.50000;0.10000;4.50000;6.10000
1346;0.30000;0.00000;9.60000;12.40000
1347;0.00000;0.00000;19.60000;22.00000
1348;3.20000;0.00000;9.80000;9.20000
1349;3.00000;0.00000;25.60000;20.80000
1350;0.00000;0.20000;5.00000;4.80000
1351;0.60000;0.00000;1.60000;1.80000
1352;20.60000;1.40000;6.80000;34.20000
1353;6.00000;0.20000;7.20000;8.00000
1354;26.80000;0.60000;29.40000;18.20000
1355;6.60000;52.00000;38.20000;24.20000
1356;6.60000;19.60000;5.40000;10.60000
1357;6.60000;51.60000;7.20000;13.20000
1358;0.00000;23.20000;29.20000;4.00000
1359;0.80000;54.60000;1.20000;18.80000
1360;0.00000;0.40000;1.80000;2.20000
1361;0.20000;0.00000;2.20000;0.80000
1362;0.00000;0.00000;1.40000;1.40000
1363;0.00000;0.00000;16.20000;36.60000
1364;3.00000;15.00000;37.60000;21.40000
1365;0.60000;0.00000;15.00000;15.20000
1366;7.20000;0.00000;22.20000;15.40000
1367;0.60000;0.60000;19.80000;5.40000
1368;16.80000;0.60000;25.60000;10.20000
1369;0.00000;0.80000;30.20000;6.80000
1370;0.80000;1.80000;16.40000;16.80000
1371;3.00000;0.60000;33.20000;3.40000
1372;0.60000;0.20000;13.40000;35.40000
1373;0.60000;0.00000;15.00000;8.60000
1374;1.00000;0.20000;29.20000;7.40000
1375;0.40000;8.40000;51.20000;9.60000
1376;0.20000;5.40000;28.66667;10.13333
1377;0.00000;1.73333;16.93333;4.13333
1378;0.00000;2.60000;26.80000;7.60000
1379;0.00000;2.20000;36.60000;2.60000
1380;0.00000;0.00000;0.40000;1.60000
1381;0.00000;4.20000;9.80000;2.20000
1382;0.40000;0.20000;22.60000;3.40000
1383;0.40000;0.20000;7.80000;2.00000
1384;0.20000;0.00000;26.40000;18.40000
1385;0.00000;0.40000;4.60000;1.80000
1386;0.00000;0.00000;2.20000;6.40000
1387;0.00000;1.00000;25.60000;1.00000
1388;1.10000;7.90000;26.40000;9.70000
1389;6.80000;7.60000;29.00000;3.80000
1390;0.40000;6.20000;35.50000;8.40000
1391;14.00000;0.90000;49.60000;15.10000
1392;3.40000;0.60000;20.80000;2.40000
1393;0.80000;4.60000;30.60000;3.60000
1394;0.00000;0.00000;15.80000;6.00000
1395;0.80000;0.20000;36.20000;12.60000
1396;6.20000;1.00000;17.40000;12.20000
1397;2.96000;1.00000;33.48000;15.84000
1398;0.20000;0.00000;5.40000;6.80000
1399;0.00000;12.90000;33.80000;6.10000
1400;0.20000;0.00000;29.20000;20.60000
1401;10.10000;1.00000;43.00000;18.10000
1402;0.00000;1.40000;3.00000;3.80000
1403;3.00000;0.20000;9.00000;5.40000
1404;0.00000;0.40000;40.00000;29.80000
1405;0.00000;0.00000;20.50000;11.10000
1406;0.60000;0.00000;15.00000;3.60000
1407;0.40000;0.00000;17.90000;13.90000
1408;0.20000;0.00000;19.80000;26.00000
1409;3.00000;0.00000;29.20000;15.00000
1410;7.20000;0.20000;23.20000;4.40000
1411;12.20000;0.40000;19.50000;3.50000
1412;0.00000;0.00000;22.30000;15.90000
1413;0.50000;0.30000;14.80000;10.30000
1414;0.20000;0.00000;7.20000;0.80000
1415;9.30000;0.10000;31.00000;24.60000
1416;0.00000;0.60000;33.00000;5.00000
1417;0.00000;0.00000;11.40000;5.60000
1418;1.50000;0.00000;15.60000;2.80000
1419;3.00000;0.00000;19.60000;5.60000
1420;0.00000;1.60000;43.60000;11.20000
1421;0.00000;0.00000;5.40000;3.00000
1422;0.20000;0.20000;13.40000;3.20000
