"","CLE","AB","BA","BP","BP_AB","BP_PM","H","PB","PM","PM_AB","PT","PT_AB","PT_PM","TO","BOG","ALTI","D_1A","D_1AR","D_R","D_2","D_4GA","D_7","D_8","D_8AR","D_WA","ELE","P_DEF","ARI","DWFC","EVA","GDD","MAT","PRECT","PRECU","VPD","AG","BR","FT","HF","HL","LOG","SBOM","SBOS","SBON","O1700","O1880","O1900","O1920","rf_index","Forest_Type","RainFall"
"1152",1152,2.41,0,16.04,2.02,8.51,31.2,5.07,15.85,8.61,2.46,0,0.2,0,1.48,505.67,41.55,27.46,21.48,7.39,0,0,0,0,2.11,96.77,29,3,9,4,5,7,7,6,6,0,3.35,0,0,0,0,0,0,0,30.23,23.25,46.51,0,"H_d","d","H"
"1153",1153,6.59,0,0.12,0.42,0.05,18.13,0,17.19,50.89,0,0,0,0.05,0.57,632.21,3.83,7.85,80.47,3.1,0,0.36,0,0,3.1,171.75,41,2,8,3,4,7,8,6,6,0,0.17,0,0,0,0,0,0,0.43,67.17,19.4,10.45,2.24,"H_c","c","H"
"1154",1154,0,0,0.23,0,0.14,18.3,0,42.45,30.92,0,0,0,0,0.59,716.52,11.86,14.92,65.76,1.02,0,0,0,0,6.44,132.54,45,2,8,3,4,6,9,7,6,0,0,0,0,0,0,0,0,1,70.58,5.88,11.76,11.76,"H_c","c","H"
"1155",1155,0.57,0,0.62,0,0.29,34.46,0,25.17,29.22,0,0,0,0,0.52,750.01,8.39,20.63,58.39,1.4,0,0.35,0,0,10.84,163.25,55,2,7,3,3,6,8,7,5,0,0,0,0,0,0,0,0,1,93.1,6.9,0,0,"H_m","m","H"
"1156",1156,10.99,0,0,0,0.06,16.26,0,30.02,35.46,0,0,0,0,1.28,503.5,20.08,29.51,36.89,6.15,0,0,0,0,6.15,135.99,39,3,9,4,5,7,7,5,6,0,0,0,0.05,0,0,0,0,0.5,73.69,10.52,8.77,6.14,"H_c","c","H"
"1157",1157,11.12,0,14.33,0.1,7.72,14.73,0.3,7.52,13.33,0,0,0,0,0,363.02,13.57,8.57,42.14,5,0,0,0,0,29.29,0,58,4,10,5,7,8,6,5,6,0,0,0,0,0,0.1,0,0,1,60.71,3.57,17.85,10.71,"H_d","d","H"
"1158",1158,1.03,0,1.4,0.24,2.46,42.63,0,23.94,22.78,0,0,0,0,0.26,614.59,6.38,13.35,73.31,1.93,0,0.19,0,0,4.64,146.62,41,2,8,3,4,7,7,6,6,0,0.21,0,0,0,0,0,0,0,78.86,13.46,3.85,3.84,"H_c","c","H"
"1159",1159,0.69,0,0.42,1.11,2.06,58.26,0,15.39,14.41,0,0,0,0.05,0.53,632.74,4.26,10.25,75.63,2.13,0,0.19,0,0,7.35,175.4,43,2,8,3,4,7,7,6,6,0,0,0,0,0,0,0,0,0,91.67,8.34,0,0,"H_c","c","H"
"1160",1160,1.32,0,0.56,0.2,0.46,43.19,0,16.67,28.91,0,0,0.61,0,2.49,513.16,4.06,21.77,66.05,2.95,0,1.11,0,0,4.06,178.93,57,2,9,4,5,7,8,6,6,0,0,0,2.604,0,0,0,0,0,100,0,0,0,"H_m","m","H"
"1161",1161,0,0,6.41,0,1.26,39.98,0,22.22,25.66,0,0,0,0,0,640.67,16.53,28.93,48.76,0,0,0,0,0,4.13,149.63,37,2,8,3,4,6,7,7,6,0,0,0,0,0,0,0,0,0,88.45,0,5.15,0,"H_m","m","H"
"1162",1162,3.97,0,0.9,0,0.54,28.16,0,22.92,33.94,0,0,0,0,1.81,525.53,20,37.33,24,5.33,0,0,0,0,10.67,179.61,49,2,9,4,5,7,7,6,6,0,0,0,0,0,0,0.18,0,0,27.27,9.09,27.27,36.36,"H_c","c","H"
"1163",1163,0.53,0,0.46,0,4.47,35.56,0,28.53,22.39,0,0,0,0,1.1,701.41,23.83,34.72,27.2,9.33,0,1.04,0,0,3.37,106.68,45,3,8,3,3,6,6,5,5,0,2.09,0,0,0,0,0,0,0,54.63,11.11,18.52,12.96,"H_c","c","H"
"1164",1164,0.09,0,0,0.2,2.28,34.63,0,30.76,19.49,0,0,0,0,0.68,543.56,29.86,20.65,35.38,6.13,0,0,0,0,7.77,112.22,33,2,8,3,4,6,6,5,5,0,3.56,0,0,0,0,0,0,0,30.65,33.87,19.35,9.68,"H_c","c","H"
"1165",1165,8.14,0,0,0,0,12.94,0,29.92,37.3,0,0,0,0,3.86,478.72,17.09,16.24,53.85,2.99,0,0.85,0,0,8.97,101.92,37,3,9,4,4,7,6,4,5,0,0,0,0,1,0,0,0,0,74.06,12.97,10.04,2.93,"L_c","c","L"
"1166",1166,0,0,3.42,1.15,4.81,32.07,0,34.32,17.21,0,0,0,0,0.35,657.46,12.14,17.48,63.59,0.64,0,0,0,0,5.83,134.74,41,3,8,3,4,6,5,5,6,0,1.06,0,0,0,0,0,0,0,59.16,15,19.16,4.17,"H_c","c","H"
"1167",1167,0.58,0,2.89,0.66,7.75,62.14,0,12.84,10.33,0,0,0,0,0.15,779.3,19.21,23.16,50.85,4.24,0,0,0,0,2.54,105.87,32,2,6,2,2,5,6,5,5,0,0.27,0,0,0,0,0,0,0,57.14,12.5,14.28,5.36,"H_c","c","H"
"1168",1168,0.03,0,1.12,0.12,4.05,47.67,0,19.55,19.81,0,0,0,0,0.52,806.48,3.84,22.6,66.95,0.64,0,0.21,0,0,5.76,119.92,30,2,6,2,2,5,6,6,5,0,2.24,0,0,0,0,0,0,0,46.66,33.33,6.67,13.33,"H_m","m","H"
"1169",1169,7.22,0,1.24,0.76,0.13,15.26,0,39.62,24.2,0.16,0.06,0,0,5.25,616.03,10.14,41.75,40.33,2.83,0,0,0,0,4.25,114.11,38,2,8,3,4,6,6,5,5,0,0.86,0,0,0,0,0,0,0,75.45,13.63,9.09,1.82,"H_c","c","H"
"1170",1170,5.75,0,0.16,0,0.37,30.36,0,15.49,39.92,0,0,0,0,0.71,682.38,3.13,13.28,73.05,1.95,0,0.4,0,0,8.2,143.34,18,2,8,3,3,6,6,5,5,0,0.76,0,0,0,0,0,0,0,79.41,16.17,4.41,0,"H_c","c","H"
"1171",1171,5.09,0,0.05,0.08,0.99,42.63,0,15.85,28.44,0,0,0,0,0.85,589.05,3.44,9.69,77.08,2.92,0,0.1,0,0,6.56,163.11,37,2,8,3,4,6,7,5,5,0,0.03,0,0,0,0,0,0,0,91.11,3.33,4.44,1.11,"H_m","m","H"
"1172",1172,11.6,0,0,0.06,0,31.78,0,18.11,27.46,0,0,0,0,2.54,596.39,4.28,20.51,58.55,8.54,0,0,0,0,7.26,143.56,33,2,8,3,4,7,7,6,6,0,0.47,0,0,0,0,0,0,0,95.65,4.35,0,0,"H_m","m","H"
"1173",1173,0.87,0,0.27,0.03,0.74,25.45,0,29.63,32.02,0,0,0,0,2.09,568.3,8.41,12.89,69.06,2.02,0,0.22,0,0,7.4,117.31,31,2,8,3,3,6,6,4,5,0,1.7,0,0,0,0,0,0,0,77.2,11.92,7.77,2.07,"L_c","c","L"
"1174",1174,0.27,0,0,0,0.38,32.47,0,31.53,27.29,0,0,0,0,0.27,626.75,8.8,9.93,68.4,4.07,0,0,0,0,8.58,116.48,25,2,8,3,3,6,6,5,5,0,0.24,0,0,0,0,0,0,0,80,10,10,0,"H_c","c","H"
"1175",1175,8.72,0,0,0.72,1.19,9.79,0,20.42,51.64,0,0,0,0,0.18,435.6,11.55,7.17,59.36,13.95,0,0,0.4,0,6.77,0,58,3,10,4,5,8,6,4,5,0,0,0,0.044,0,0,0,0,0,77.21,10.12,6.33,6.33,"L_c","c","L"
"1176",1176,5.26,0,13,1.46,7.65,11.68,0.41,17.14,15.35,1.32,0.46,0.84,0,1.23,441.81,13.57,23.45,29.48,6.03,0,0.17,0,0,19.43,0,42,4,10,4,6,8,6,5,6,0,3.39,0,15.818,0,0.05,0,0,0,40.99,8.2,19.67,4.92,"H_c","c","H"
"1177",1177,2.63,0,12.76,0,2.66,41.43,0,15.6,16.09,0.67,0,0.21,0,2.07,582.78,10.34,21.45,61.5,3.1,0,0.26,0,0,2.84,126.93,29,2,8,3,4,6,7,6,6,0,1.44,0,22.387,0,0.07,0,0,0,90,10,0,0,"H_m","m","H"
"1178",1178,13.71,0,3.12,0.78,0.26,21.55,0,16.6,32.36,0.78,0,0.48,0,4.38,543.46,21.48,40.94,24.61,6.72,0,1.34,0,0,4.47,104.55,38,2,9,3,4,7,7,6,6,0,1.75,0,0.05,0,0,0,0,0,64.01,15.34,16.4,4.23,"H_c","c","H"
"1179",1179,12.54,0,0.03,0.06,0,19.29,0,28.44,27.8,0,0,0,0,3.11,430.53,8.88,20.87,52.89,5.99,0,1.24,0,0,9.92,144.62,22,3,10,4,5,8,7,5,6,0,0.12,0,0,1.33,0,0,0,0,72.37,17.08,5.02,5.53,"H_c","c","H"
"1180",1180,2.83,0,0.93,0,1.34,17.27,0,27.99,37.16,0,0,0,0,2.34,469.49,12.05,10.99,61.31,3.81,0,0.63,0,0,10.99,101.23,30,3,9,4,5,8,6,4,5,0,0.03,0,0,0,0,0,0,0,79.15,12.83,8.02,0,"L_c","c","L"
"1181",1181,0,0,2.26,0.94,12.25,46.57,0,25.04,1.64,0,0,0,0,2.42,456,54.76,31.55,4.76,1.79,0,0,0,0,7.14,72.27,19,3,9,3,4,7,6,5,6,0,1.87,0,0,0,0,0,0,0,0,15,40,45,"H_c","c","H"
"1182",1182,19.2,0,0,0.26,0,9.45,0,11.52,42.62,0,0,0,0,4.4,394.93,14.52,21.94,42.58,3.87,0,1.61,0,0,15.48,114.6,38,3,10,4,5,8,6,4,5,0,0,0,0,1.25,0,0,0,0,69.77,20.93,9.3,0,"L_c","c","L"
"1183",1183,27.49,0,0,0.1,0,3.59,0,11.75,47.41,0,0,0,0,2.59,255.09,32.8,10.4,25.6,19.2,0,1.6,0,0,6.4,0,31,4,11,5,6,8,6,4,5,0,0,0,0,2,0,0,0,0,68.55,12.58,12.58,5.66,"L_c","c","L"
"1184",1184,3.33,0,0.85,0,1.73,34.07,0,4.46,32.32,0.03,0,0.03,0,2.35,222.61,5.33,10.67,63.24,0.57,0,0.57,0,0,19.62,84.51,25,4,11,5,6,9,6,4,5,0,0.64,0,0,2.2,0,0,0.08,0,60.94,16.42,12.04,8.39,"L_m","m","L"
"1185",1185,7.37,0,0,0.06,0.03,8.17,0,4.49,49.7,0,0,0,0,1.49,176.3,9.07,24.15,37.22,1.88,0,0,0,0,27.44,99.39,24,4,11,5,6,9,6,4,5,0,0.02,0,0,2.5,0,0.29,0.18,0,60.28,27.91,8.29,2.87,"L_c","c","L"
"1186",1186,14.97,0,0,0.03,0,13,0,4.17,50.55,0,0,0,0,3.67,271.17,17.32,15.47,46.65,3.69,0,1.38,0,0,15.47,94.02,21,4,10,4,5,8,6,4,5,0,0,0,0,2.17,0.1,0,0,0,76.89,17.53,5.18,0.4,"L_c","c","L"
"1187",1187,2.45,0,0.24,0,1.11,23.89,0,6.08,35.43,0.03,0,0.03,0,2.11,103.99,6.8,4.53,55.67,0.5,0,0.5,0,0,29.72,82.46,14,4,11,6,7,9,6,4,5,0,0.97,0,0,2,0,0.31,0.21,0,50.45,31.2,10.09,7.34,"L_c","c","L"
"1188",1188,21.79,0,0.96,1.25,0.1,8.94,0,22.7,32.66,0.34,0.13,0.36,0,2.74,374.96,10.65,41.83,33.84,5.7,0,0.57,0,0,7.22,114.57,12,3,10,4,6,8,7,6,6,0,0.42,0,1.374,1.75,0.03,0,0,0,79.36,14.29,5.16,0.4,"H_c","c","H"
"1189",1189,14.38,0,8.42,3.44,2.73,14.66,0,12.68,28.01,1.22,0.83,1.26,0,1.5,397.49,7.72,21.96,61.72,1.19,0,0,0,0,7.42,130.27,25,3,10,4,6,8,7,6,6,0,1.94,0,31.218,2,0.04,0.2,0.04,0,56.86,23.53,19.6,0,"H_c","c","H"
"1190",1190,13.58,0,0.54,1.14,0.49,39.87,0,13.69,21.89,0,0,0,0,1.52,360.47,3.67,15.51,68.98,4.89,0,0,0,0,6.94,163.76,23,3,10,4,6,8,7,5,6,0,0.05,0,0.001,1,0,0,0,0,85.71,9.52,4.76,0,"H_m","m","H"
"1191",1191,18.17,0,0.03,1.34,0.13,13.82,0,19.74,38.24,0,0,0,0,3.57,378.11,10.56,31.46,40.14,10.8,0,0.23,0,0,4.69,116.56,21,3,10,4,6,8,7,5,6,0,0,0,0,2,0,0,0,0,85.6,8,3.2,2.8,"H_c","c","H"
"1192",1192,7.95,0,0.09,0.05,0.2,30.08,0,18.43,28.78,0,0,0,0,3.7,370.15,7.3,14.02,64.17,2.21,0,1.15,0,0,11.05,114.92,28,3,10,4,6,8,7,5,6,0,0.16,0,0,2,0,0,0,0,85.95,8.07,4.37,1.15,"H_m","m","H"
"1193",1193,10.91,0,0.9,1.5,0.41,21.65,0,15.95,34.91,0,0.04,0.09,0,3.14,212.83,3.64,13.88,69.14,1.34,0,2.56,0,0,8.22,123.85,23,4,11,5,7,9,7,5,6,0,0,0,0,2.6,0.51,3.78,0.75,0.21,55.61,23,19.78,1.6,"H_c","c","H"
"1194",1194,19.97,0,0.07,0.66,0,9.91,0,25.44,33.24,0,0,0,0,5.03,277.37,32.12,35.23,22.28,5.7,0,1.55,0,0,1.04,131.72,31,3,10,5,6,8,7,5,6,0.07,0.22,0,0.82,2.33,0,2.99,1.53,0,69.8,18.12,9.4,2.68,"H_c","c","H"
"1195",1195,16.67,0,0.72,0,0.62,10.6,0,22.22,37.14,0.1,0,0,0,3.5,267,20.45,41.67,23.48,4.55,0,0,0,0,9.85,107.17,29,4,11,5,7,9,7,5,6,0,0,0,0,2.33,0,1.13,0.31,0,69.69,15.15,15.15,0,"H_c","c","H"
"1196",1196,4.69,0,6.37,0.07,2.2,36.19,0,18.46,20.95,0.15,0,0,0,3,298.33,1.13,18.08,70.06,3.95,0,0.56,0,0,5.65,164.25,43,3,10,5,6,8,7,5,6,0,0,0,31.506,3,0,0,0,0,77.15,5.82,0.28,16.76,"H_m","m","H"
"1197",1197,16.94,0,3.6,3.86,1.57,6.02,0,16.09,35.58,0.13,0.07,0,0,2.35,289.23,5.83,37.86,39.32,4.86,0,0.49,0,0,11.65,124.21,12,3,10,5,6,8,7,5,6,0,0,0,0,2.67,0,2.16,0.52,0,53.08,23.85,20,3.08,"H_c","c","H"
"1198",1198,19.7,0,3.76,8.27,1.45,21.1,0,13.15,21.85,0.05,1.29,0,0,2.2,169.27,11.46,13.44,41.9,16.21,0,0,0,0,2.77,0,42,4,11,5,7,9,7,4,6,0,0,0,0,2.5,0,0.11,0.16,0,72.73,9.09,18.18,0,"L_c","c","L"
"1199",1199,3.66,0,6.37,4.55,4.55,38.06,0,9.94,15.83,0.06,0.22,0.1,0,1.5,175.11,2.02,15.25,64.13,3.14,0,0.45,0,0,13.23,110.22,22,4,11,5,7,9,6,4,6,0,0,0,2.902,3,0,0,0,0.14,50.8,26.99,12.69,7.93,"L_m","m","L"
"1200",1200,17.74,0,0.21,1.75,0.04,19.53,0,12.48,35.34,0,0,0,0,3.47,268.54,6.54,19.62,55.31,7.08,0,0.82,0,0,9.54,116.97,24,3,10,5,6,8,7,5,6,0,0,0,0,2.5,0,0,0,0.2,78.66,13.48,5.06,2.81,"H_c","c","H"
"1201",1201,2.46,0,0.74,0.03,4.29,33.4,0,12.65,28.45,0.24,0,1.54,0,2.21,235.99,6.93,11.51,65.25,3.58,0,0.89,0,0,11.28,127.78,23,3,11,5,6,8,7,4,6,0,1.28,0,0.24,1.7,0.08,0,0,0.38,60.44,12.63,7.15,2.75,"L_m","m","L"
"1202",1202,7.56,0,2.39,2.06,3.32,47.61,0,9.35,7.82,0.8,0,0.6,0,5.37,131.84,5.42,2.46,61.08,1.48,0,4.93,0,0,7.88,93,22,4,11,5,7,9,6,4,6,0,3.05,0,0,3,0.07,0,0,0.8,58.22,20.25,7.59,11.39,"L_c","c","L"
"1203",1203,2.65,0,0.87,0.17,5.04,39.67,0,7.8,8.92,2.35,0.04,4.89,0,3.5,140.97,1.78,6.99,70.27,0.27,0,1.92,0,0,13.15,95.3,13,4,11,5,7,9,6,4,5,0,8.24,0,0.003,2.25,0.19,0,0,0.7,54.72,18.86,4.72,1.88,"L_m","m","L"
"1204",1204,9.7,0,1.9,6.58,0.73,24.21,0,8.98,26.6,0.06,0.73,0.5,0,12.44,92.46,3.45,1.29,29.74,0.86,0,10.78,0,0,4.74,51.47,2,4,11,5,7,9,7,4,5,0,0,0,0,1.75,0,0,0.11,0,45.05,18.68,16.48,18.69,"L_c","c","L"
"1205",1205,0.67,0,0,1.25,0.48,35.61,0,17.52,16.55,0,0,0,0,21.75,59.62,0,0,61.59,0,0,13.24,0,0,7.95,33.02,6,4,12,6,7,10,7,4,4,0,0,0,0,2,0.1,0,0,0,100,0,0,0,"L_c","c","L"
"1206",1206,3.09,0,0,0.14,0,15.74,0,4.05,6.94,0,0,0,0,56.36,32.92,0.88,0,6.14,0,0,54.82,0,0,8.33,10.57,0,4,12,6,7,10,7,4,4,0,0,0,0.004,1,5.84,0.34,1.24,0,52.4,14.39,1.48,14.39,"L_m","m","L"
"1207",1207,10.58,0,2.24,5.81,0,16.39,0,15.2,21.61,0,0,0,0,16.24,98.21,1.32,6.58,11.84,2.63,0,14.47,0,0,10.53,53.64,11,4,11,5,7,9,7,4,4,0,0,0,0,2,0,0.15,0.6,0,60,0,26.67,13.33,"L_c","c","L"
"1208",1208,4.19,0,0.15,2.24,0.25,49.45,0,5.48,10.27,0,0.15,0.05,0,19.69,92.27,0.76,7.2,53.79,1.9,0,17.42,0,0,6.82,35.83,4,4,12,6,7,10,7,4,4,0,0,0,0,1.25,0,0,0.4,0,61.9,33.33,4.76,0,"L_m","m","L"
"1209",1209,10.73,0,0.7,8.18,0.18,35.53,0,5.28,10.47,0,0,0,0,15.22,71.85,2,1,38,2,0,21,0,0,6,33.71,3,4,12,6,7,10,7,4,4,0,0,0,0.461,4,1.67,1.41,1.32,0,89.22,2.7,3.92,0.49,"L_n","n","L"
"1210",1210,4.76,0,0.38,2.44,0.34,19.06,0,0.86,4.6,0.09,0,0,0,52.44,33.61,2.14,0,3.36,3.2,0,54.51,0,0,12.06,15.68,0,4,12,6,7,10,7,3,4,0,0,0,2.093,3.8,1.56,1.58,2.17,0,0,0,0,11.11,"L_n","n","L"
"1211",1211,5.35,0,0.35,2.12,0.15,35.4,0,13.75,23.89,0,0.03,0,0,5.06,179.83,3.23,7.96,72.69,0,0,1.51,0,0,13.12,72.81,12,4,11,5,6,9,7,4,5,0,0,0,0,2,0,0.09,0.03,0,88.23,8.23,3.53,0,"L_m","m","L"
"1212",1212,19.83,0,1.32,1.8,0.06,7.75,0,22.48,18.81,0.24,0,0.18,0,1.98,131.5,30.22,16.17,7.23,2.98,0,2.13,0,0,12.34,0,26,4,11,5,6,9,7,4,4,0,0.18,0,0,2,0,3.31,7.81,0,77.88,4.8,7.7,3.85,"L_c","c","L"
"1213",1213,3.11,0,0.04,0.39,0.37,57.1,0,6.64,16.33,0,0,0,0,4.13,119.7,0.44,9.69,73.27,0.44,0,1.32,0,0,12.33,65.57,10,4,11,5,6,10,7,4,4,0,0,0,0,2.67,0,2.82,0.33,0,66.66,15.68,15.69,1.96,"L_m","m","L"
"1214",1214,2.78,0,0.07,2.5,0.75,25.56,0,3.36,41.51,0,0,0,0,6.35,143.32,1.87,9.63,67.11,0,0,1.6,0,0,19.25,64.42,9,4,11,5,6,9,7,4,5,0,0,0,0,1.71,0,0.14,0.55,0,83.62,9.36,5.26,1.75,"L_c","c","L"
"1215",1215,2.83,0,0,0.32,0,23.56,0,19.09,34.25,0,0,0,0,6.94,55.99,1.46,1.7,55.83,0,0,3.64,0,0,12.38,42.91,8,4,12,6,8,10,6,4,5,0,0,0,0.006,2.25,0.53,1.56,0.53,0,72.05,12.91,12.91,2.15,"L_c","c","L"
"1216",1216,2.16,0,0,0,0,38.93,0,16.06,20.24,0,0,0,0,17.54,40.64,0,0,81.61,0,0,9.77,0,0,2.87,34.89,0,4,12,6,8,10,6,4,4,0,0,0,0.046,1,0.27,0.27,0,0,54.83,41.94,3.23,0,"L_m","m","L"
"1217",1217,10.08,0,0,0.24,0.41,49.51,0,4.23,27.32,0,0,0,0,4.39,77.02,0.53,0,71.81,0.53,0,5.85,0,0,2.66,73.55,13,5,11,6,8,9,7,3,6,0,0.57,0,0.006,1,1.22,0,0,0.17,50.01,26.09,15.22,8.7,"L_m","m","L"
"1218",1218,6.96,0,0,3.36,1.8,14.53,0,15.97,37.09,0,0,0.12,0,16.93,79.51,0,0.88,25.66,0,0,19.47,0,0,0,45.72,3,4,11,6,9,10,7,4,6,0,0,0,0.331,0,1.92,0.6,0,0,66.13,8.07,17.74,4.84,"L_c","c","L"
"1219",1219,16.16,0,0,0,0,31.55,0,6.33,23.27,0,0,0,0,12.17,67.84,2.76,0,33.79,0,0,14.48,0,0,4.14,52.11,0,4,11,6,8,10,6,4,6,0,0,0,0.114,2,4.77,2.63,1.56,1.67,41.47,17.08,14.64,26.83,"L_m","m","L"
"1220",1220,15.74,0,0.16,0.47,0.47,23.68,0,6.63,23.68,0.11,0.16,0.05,0,17.95,76.34,1.52,2.27,24.62,0,0,20.84,0,0,1.89,40.46,8,4,11,6,8,10,6,4,6,0,0.11,0,0.046,1,8.74,1.79,1.89,0.17,66.67,25.64,5.13,2.56,"L_m","m","L"
"1221",1221,11.28,0,0.5,0.07,1.07,34.92,0,10.14,8.85,0.57,0,1.39,0,19.85,43.41,1.31,0.79,11.26,1.05,0,26.96,0,0,4.97,29.31,3,4,11,6,8,10,6,4,5,0,0.89,0,2.984,1,6.78,0.14,0.71,0.17,50,0,30,20,"L_n","n","L"
"1222",1222,4.02,0,0.48,0.09,0.51,12.32,0,2.92,6.96,0.69,0,2.23,0,57.32,36.2,4.53,0,3.07,0,0,53.07,0.32,0,11.97,11.68,2,4,11,6,8,10,6,4,5,0,1.7,0,0.116,2.6,0.21,0,0.46,0.2,68.42,10.53,0,0,"L_m","m","L"
"1223",1223,5.44,0,0,0.07,0.15,46.25,0,5.07,10.74,0.29,0,0.29,0,17.94,58.67,0.53,0,49.74,0,0,17.46,0,0,7.94,46.89,4,4,11,6,8,10,6,4,5,0,4.19,0,0,2,0,0,0,0,76.47,11.76,0,11.76,"L_m","m","L"
"1224",1224,5.14,0,0,0.6,0.23,44.06,0,2.29,23.32,0,0,0,0,3.67,59.06,0.43,3.21,57.17,0.07,0,5.14,0,0,22.13,55.06,8,4,12,6,7,10,6,3,4,0,0,0,0.042,1.84,0.18,1.78,0.44,0,31.26,25,29.17,12.5,"L_m","m","L"
"1225",1225,12.53,0,0,0,0,37.91,0,6.85,20.67,0,0,0,0,1.91,85.66,1.15,6.02,51.58,0,0,1.15,0,0,24.07,76.66,13,4,12,6,6,10,6,3,3,0,0,0,0.085,1.6,0,0.27,0.47,0,47.22,33.33,16.67,2.78,"L_m","m","L"
"1226",1226,12.3,0,0,0,0,35.62,0.2,2.97,20.45,0,0,0,0,23.3,50.14,0,0.92,39.38,0,0,24.73,0,0,4.4,41.44,5,4,12,6,6,10,6,3,3,0,0,0,1.48,1.83,1.06,1.58,0.3,0,90.25,9.76,0,0,"L_m","m","L"
"1227",1227,0.51,0,0,0,0,58.09,0,1.03,20.36,0,0,0,0,1.35,73.17,1.75,8.76,61.92,0.65,0,2.1,0,0,20.91,69.09,17,3,12,6,6,10,8,4,3,0,0,0,1.377,1.71,0.07,0,0,0,97.84,0,1.76,0,"L_m","m","L"
"1228",1228,18.59,0,0,0,0,31.35,0,0.79,14.09,0,0,0,0,30.26,45.32,0,0.46,30.53,0,0,32.37,0,0,6.72,42.33,8,3,12,5,6,10,8,5,2,0,0.31,0,0,1.42,0.04,0,0,0,58.34,41.67,0,0,"H_n","n","H"
"1229",1229,3.48,0,0,0,0,59.16,0,0.65,21.55,0,0,0,0,1.51,58.14,0.53,2.37,63.95,0,0,3.68,0,0,15.79,72.74,30,3,12,5,6,10,7,5,2,0,0,0,0,1.25,0,0,0,0,98.88,0,0,0,"H_m","m","H"
"1230",1230,2.26,0,0,0,0,64.53,0,0.58,18.9,0,0,0,0,0.73,68.02,0.23,2.06,77.71,0.45,0,1.71,0,0,13.49,97.5,25,3,11,5,5,9,7,5,2,0,0,0,0.009,1.5,0.21,0,0,0,97.69,0,0.77,0,"H_m","m","H"
"1231",1231,1.19,0,0,0,0,74.71,0,0.06,11.24,0,0,0,0,0.13,77.74,2.61,1.83,80,1.05,0,0.78,0,0,13.46,113.25,27,2,11,5,5,9,8,6,2,0,0.13,0,0,0,0.06,0,0,0,92.43,0,6.55,0,"H_m","m","H"
"1232",1232,32.19,0,0,0.17,0,7.01,0,17.72,30.4,0,0,0,0,2.3,227.93,44.3,23.21,15.19,2.11,0,0.84,0,0,11.39,80.55,31,4,11,5,6,9,7,4,5,0,0.28,0,0,2.4,0,0.73,0.67,0,73.2,15.03,9.15,2.61,"L_c","c","L"
"1233",1233,4.58,0,0.32,1.1,0.34,20.59,0,22.96,25.69,0,0,0,0,3.59,173.06,26.01,33.05,15.95,0.86,0,2.01,0,0,20.98,72.6,16,4,11,5,6,9,7,4,5,0,0,0,0,2.25,0.36,0.66,2.05,0,73.02,15.35,8.71,2.9,"L_c","c","L"
"1234",1234,21.1,0,0.05,0.26,0.05,13.54,0,15.01,30.87,0.05,0,0,0,2.57,225.32,42.8,35.02,4.67,6.23,0,1.95,0,0,8.56,81.84,22,4,11,5,5,9,7,5,5,0,6.67,0,0.253,2,0,1.1,2.73,0,77.7,10.83,5.73,5.73,"H_c","c","H"
"1235",1235,3.52,0,0,0.57,0,20.59,0,8.93,53.06,0,0,0,0,3.12,227.57,16.29,46.65,15.65,5.43,0,1.6,0,0,8.63,73.49,19,4,11,5,6,9,7,4,4,0,1.54,0,0,1.67,0,0,0,0,60.34,24.14,10.34,5.17,"L_c","c","L"
"1236",1236,0.85,0,0,0,0.2,38.97,0,14.47,28.44,0,0,0,0,1.1,150.34,8.12,28.41,38.38,9.23,0,0.74,0,0,13.65,59.66,11,4,11,5,6,9,7,4,4,0,0,0,0,0,0,0.7,0,0,62.49,31.25,6.25,0,"L_m","m","L"
"1237",1237,0.54,0,0,0,0,36.95,0,29.79,10.98,0,0,0,0,4.75,170.05,20.9,48.76,10.45,0.5,0,1.99,0,0,17.41,58,6,4,11,5,6,9,7,4,4,0,0,0,0,0,0,0.07,0.07,0,76.19,19.04,4.76,0,"L_c","c","L"
"1238",1238,13.65,0,0.5,1.17,0.36,5.95,0,26.72,37.66,0.73,0.22,1.23,0,2.48,253,49.22,14.65,4.1,10.15,0,2.54,0.2,0,5.66,0,35,4,11,4,5,8,6,3,5,0,2.07,0,0,2,0,0.03,0.17,0,64.52,16.13,14.52,4.2,"L_c","c","L"
"1239",1239,13.12,0,0.36,1.24,0.4,9.35,0,31.28,31.11,0.17,0.05,0.29,0,1.76,237,52.14,13.38,0.86,17.49,0,1.2,0,0,5.49,0,39,4,11,4,5,8,6,4,5,0,3.57,0,0,1.83,0.05,0,0.1,0,65.58,21.31,9.84,3.28,"L_c","c","L"
"1240",1240,0.68,0,2.71,1.13,1.58,32.3,0,33.65,19.67,0,0,0.11,0,3.16,489.81,55.69,34.15,3.25,1.63,0,0.41,0,0,4.88,77.55,34,3,10,4,4,7,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,75,"L_c","c","L"
"1241",1241,5.27,0,4.25,2.53,0.82,14.74,0,33.81,27.68,0.08,0.16,1.1,0,1.27,326.4,63.02,12.43,2.07,16.87,0,0.59,0,0,3.25,0,38,4,10,4,5,7,5,3,5,0,3.06,0,0,1,0,0,0.12,0,74.03,8.57,15.44,0.32,"L_c","c","L"
